"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
34,527054,"Teheran, Julio",68,50,0.333,0.167,0.5,0.5,0.404,0.243,0.137,2,6,90,13.5,2195,85.9,85.75,2,13,21,-0.20000000000000284,6.24,121,148,125,152,321,331,307,"-0.475","0.475","68.0","7.2",7,4,1,1,0,0,2,28.6,1,14.3,2.77941,0.35029,0.57824,-0.57824,"91.4",153,25,0,0,5.01,-2.58,-0.32,2.81,0.429,0,"1.397058824",0.26,0.255,"-1.397058824",0.196,0.16899999999999998,0.245,0.161,15.4,"21.3",11.428220193109707,-1.1081165170228697,31.79837637315648,0.5454545454545454,35.89550839784707,34.33369768996239
240,687863,"Hodge, Porter",642,37.4,0.169,0.102,0.273,0.271,0.241,0.243,0.172,10,59,91.8,5.6,2461,91.9,93.64,28,103,137,1.6999999999999886,7.22,120,149,114,154,294,326,302,"3.656","-3.656","69.4","7.1",66,34,7,1,1,1,25,37.9,7,10.6,1.91342,0.81573,-0.41932,0.41932,"92.0",147,44.11764705882353,2.941176470588235,1.5151515151515151,5.71,-2.77,-0.23,2.44,0.258,1,"-1.523333333",0.26,0.268,"1.523333333",-0.003,-0.0020000000000000018,0.003,-0.002,27.2,"40.8",7.681202334513362,2.4150903800755077,33.343390294011435,0.35714285714285715,36.176562922625024,27.378946424826736
393,657006,"Steele, Justin",2046,19.2,0.188,0.073,0.25,0.26,0.237,0.242,0.187,18,96,84.6,2.6,2510,88.9,89.09,53,189,204,0.19999999999998863,6.3,117,147,110,153,288,322,299,"5.402","-5.402","67.7","6.8",108,66,15,1,0,2,32,29.6,7,6.5,2.18934,0.7049,-0.05248,-0.05248,"91.8",138,36.36363636363637,3.0303030303030303,1.8518518518518516,6.11,2.13,-0.09,2.46,0.259,2,"-1.374554707",0.263,0.249,"1.374554707",0.001,-0.0040000000000000036,0.011,-0.005,28,"45.2",4.155999723532733,5.333346328964332,31.40850221434633,0.3872832369942196,37.34440995909058,27.55272453256282
334,668941,"Romero, JoJo",919,36.3,0.181,0.069,0.261,0.25,0.225,0.242,0.195,13,72,85.1,2.1,2435,89.1,87.69,49,140,194,-1.3999999999999915,5.46,119,145,110,151,294,320,301,"7.078","-7.078","64.3","6.9",78,47,10,2,0,1,25,32.1,5,6.4,2.68171,0.23024,0.14479,0.14479,"91.2",134,36.17021276595745,4.25531914893617,2.564102564102564,5.42,1.73,-0.41,2.15,0.244,2,"-2.119161677",0.257,0.276,"2.119161677",-0.014,-0.013000000000000012,-0.026,-0.017,35,"32.0",7.2058304407014,3.515969639897275,32.48639248153766,0.45528455284552843,40.35420811499691,28.13828589245074
98,669620,"Basso, Brady",350,28,0.13,0,0.167,0.13,0.133,0.241,0.21,3,23,90.7,11.4,2281,87.5,87.72,15,46,52,0.20000000000000284,6.42,117,144,115,152,292,316,296,"3.719","-3.719","69.3","6.8",25,18,3,0,0,0,6,24,1,4,2.48939,0.53663,-0.0151,-0.0151,"91.2",175,50,5.555555555555555,4,6.6,2.26,-0.25,2.21,0.16,1,"-3.794897959",0.237,0.322,"3.794897959",-0.08,-0.07699999999999999,-0.192,-0.108,32.6,"56.6",5.810246582157494,5.561636046065518,34.33302588124247,0.4888888888888889,36.064675508262034,27.559221800458133
399,519008,"McFarland, T.J.",836,47.7,0.234,0.09,0.294,0.324,0.26,0.241,0.209,26,111,85,2.7,2116,84,82.62,42,185,214,-1.4000000000000057,5.52,113,143,112,151,293,320,300,"6.44","-6.44","66.9","6.9",117,87,18,7,0,1,25,21.4,3,2.6,3.45985,-0.18277,0.25574,0.25574,"91.3",104,34.48275862068966,3.4482758620689653,2.564102564102564,5.34,2.06,-0.25,1.96,0.267,3,"-1.614035088",0.243,0.294,"1.614035088",0.025,0.02400000000000002,0.03,0.019,22.7,"13.5",6.276919748899998,-1.8697859016119394,33.963317975439075,0.463855421686747,36.85456970840276,30.478755388438717
197,681402,"Varland, Gus",455,43.3,0.275,0.1,0.355,0.375,0.307,0.24,0.206,11,40,89.7,15,2251,93.2,93.55,22,96,101,0.29999999999999716,6.47,115,147,119,151,290,324,301,"1.302","-1.302","70.0","6.9",43,31,8,2,1,0,9,20.9,3,7,1.60594,1.02563,0.72143,-0.72143,"91.1",185,41.935483870967744,0,0,5.32,-1.46,-0.08,2.4,0.326,0,"-0.660913706",0.263,0.267,"0.660913706",0.069,0.063,0.108,0.067,22.9,"46.6",5.240754255596131,5.27816947702261,33.85355029882892,0.3655913978494624,36.44155155273866,26.16295494756226
167,700187,"Taylor, Troy",328,50.9,0.188,0.25,0.222,0.438,0.309,0.239,0.15,6,32,81.3,15.7,2514,91.1,90,25,75,92,-1.0999999999999943,5.69,115,148,121,151,284,317,293,"0.002","-0.002","68.8","7.3",36,20,2,2,0,2,12,33.3,4,11.1,2.41629,0.37922,0.27048,-0.27048,"90.2",150,30,20,11.11111111111111,5.63,-1.42,0.01,2.41,0.278,4,"-0.001197605",0.245,0.277,"0.001197605",0.038,0.03300000000000003,0.161,0.07,33.3,"30.3",10.027603985944259,-7.071214751198135,33.41347638297523,0.4931506849315068,35.37640844100937,30.490124817165274
159,642121,"Sulser, Cole",292,54.5,0.067,0.1,0.048,0.167,0.147,0.239,0.175,2,30,86.9,20.1,2095,88.2,88.64,24,79,80,0.3999999999999915,6.6,117,146,117,152,290,324,302,"4.554","-4.554","70.4","7.2",34,22,1,0,0,1,9,26.5,3,8.8,2.00214,0.9505,0.76472,-0.76472,"89.8",175,27.27272727272727,4.545454545454546,2.941176470588235,5.8,-1.87,-0.19,2.14,0.147,1,"-2.864150943",0.248,0.271,"2.864150943",-0.108,-0.101,-0.104,-0.092,30.4,"42.4",9.782966132526143,-1.7440081055535708,33.40470628879189,0.42857142857142855,37.07234076125378,30.143884390114458
264,669212,"Morgan, Eli",646,40.9,0.235,0.147,0.255,0.382,0.288,0.239,0.202,16,68,84.4,16.5,2251,86.7,87.15,29,151,113,0.5,6.5,115,145,120,150,291,317,302,"1.479","-1.479","68.1","7.1",73,58,10,4,0,2,11,15.1,3,4.1,2.31629,0.75445,0.75989,-0.75989,"90.4",159,25.862068965517242,1.7241379310344827,1.36986301369863,5.65,-0.6,-0.15,2.39,0.278,1,"-0.560227273",0.247,0.283,"0.560227273",0.033,0.031000000000000028,0.099,0.049,19.2,"44.7",9.14909493015278,-4.444013625436484,31.437212050884835,0.5555555555555556,36.52905152263282,31.77269833745717
